Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyToNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyNonExistingObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsLimitedAmountOfObjectsBasedOnMaxKeys,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsDefault,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysEqualToAmountOfObjects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysMoreThanAmountOfObjects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsEmptyListIfMaxKeysIsZero,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsNegative,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1PaginationIT,shouldTruncateAndReturnNextMarker,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldInitiateMultipartAndRetrieveParts,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListMultipartUploads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListMultipartUploadsWithPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListMultipartUploadsWithBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAbortMultipartUpload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListPartsOnCompleteOrAbort,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldCopyPartsAndComplete,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldCopyObjectPart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,getObjectUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,listBucketsUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,batchDeleteUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,completeMultipartUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,putObjectWithSpecialCharactersInTheName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.dto,BatchDeleteResponseTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,CompleteMultipartUploadResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,CopyObjectResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,CopyPartResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,ErrorResponseTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,InitiateMultipartUploadResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,ListAllMyBucketsResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,ListBucketResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,ListBucketResultV2Test,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.dto,ListPartsResultTest,testSerialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,ContextPathFileStoreControllerTest,testListBuckets_Ok,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testListBuckets_Ok,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testListBuckets_Empty,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testHeadBucket_Ok,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testHeadBucket_NotFound,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testCreateBucket_Ok,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testCreateBucket_InternalServerError,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testDeleteBucket_NoContent,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testDeleteBucket_NotFound,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testDeleteBucket_Conflict,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testDeleteBucket_InternalServerError,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testListObjectsInsideBucket_BadRequest,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testListObjectsInsideBucket_InternalServerError,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testListObjectsInsideBucket_Ok,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testPutObject_Ok,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testPutObject_md5_Ok,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testPutObject_md5_BadRequest,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testCompleteMultipart_BadRequest_uploadTooSmall,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testCompleteMultipart_BadRequest_uploadIdNotFound,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testCompleteMultipart_BadRequest_partNotFound,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock,FileStoreControllerTest,testCompleteMultipart_BadRequest_invalidPartOrder,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldGetBucketByName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldStoreFileInBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldStoreObjectEncrypted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldGetEncryptedObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldGetFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldGetFileWithSlashAtStart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldSetAndGetTags,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldCopyObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldCopyObjectEncrypted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldDeleteObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldDeleteBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldCreateMultipartUploadFolder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldCreateMultipartUploadFolderIfBucketExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,shouldFinishUpload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,hasValidMetadata,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,returnsValidPartsFromMultipart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,listsMultipartUploads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,listsMultipartUploadsMultipleBuckets,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,abortMultipartUpload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,missingUploadPreparation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,getObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,getObjectsForParentDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,getObjectsForPartialPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,getObjectsForEmptyPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,FileStoreTest,getObjectsForNullPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,ObjectRefTest,fromPrefixedCopySourceString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.store,ObjectRefTest,fromCopySourceString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.util,RangeTest,convertsValidRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.util,RangeTest,convertRangeWithRangeEndUndefined,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.util,StringEncodingTest,testKeyEncoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.util,StringEncodingTest,testKeyDecoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarterTest,testS3MockApplication,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
