Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldStorePart,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`fileName`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 126.,485
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldStorePart,Long Statement,The length of the statement "assertThat("Part does not exist!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`uploadId`partNumber + ".part").toFile().exists()`is(true));" is 158.,485
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldFinishUpload,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`fileName`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 126.,506
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldFinishUpload,Long Statement,The length of the statement "assertThat("File does not exist!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`"fileData").toFile().exists()`is(true));" is 139.,506
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldFinishUpload,Long Statement,The length of the statement "assertThat("Metadata does not exist!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`"metadata").toFile().exists()`is(true));" is 143.,506
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldFinishUpload,Magic Number,The method contains a magic number: 2,506
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,hasValidMetadata,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`fileName`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 126.,539
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,hasValidMetadata,Magic Number,The method contains a magic number: 2,539
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,returnsValidPartsFromMultipart,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`fileName`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 126.,569
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,returnsValidPartsFromMultipart,Magic Number,The method contains a magic number: 2,569
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,returnsValidPartsFromMultipart,Magic Number,The method contains a magic number: 2,569
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,deletesTemporaryMultipartUploadFolder,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`fileName`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 126.,608
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,deletesTemporaryMultipartUploadFolder,Long Statement,The length of the statement "assertThat("Folder should not exist anymore!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`uploadId).toFile().exists()`is(false));" is 150.,608
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,listsMultipartUploads,Long Statement,The length of the statement "final MultipartUpload initiatedUpload=fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`fileName`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 164.,626
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,abortMultipartUpload,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`fileName`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 126.,649
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,abortMultipartUpload,Long Statement,The length of the statement "assertThat("File exists!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`"fileData").toFile().exists()`is(false));" is 132.,649
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,abortMultipartUpload,Long Statement,The length of the statement "assertThat("Metadata exists!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`"metadata").toFile().exists()`is(false));" is 136.,649
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,abortMultipartUpload,Long Statement,The length of the statement "assertThat("Temp upload folder exists!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`fileName`uploadId).toFile().exists()`is(false));" is 144.,649
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,copyPart,Long Statement,The length of the statement "fileStore.putS3Object(TEST_BUCKET_NAME`sourceFile`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`new ByteArrayInputStream(contentBytes)`false);" is 131.,678
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,copyPart,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(TEST_BUCKET_NAME`targetFile`DEFAULT_CONTENT_TYPE`ENCODING_GZIP`uploadId`TEST_OWNER`TEST_OWNER);" is 128.,678
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,copyPart,Long Statement,The length of the statement "assertThat("Part does not exist!"`Paths.get(rootFolder.getAbsolutePath()`TEST_BUCKET_NAME`targetFile`uploadId`partNumber + ".part").toFile().exists()`is(true));" is 160.,678
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,missingUploadPreparation,Long Statement,The length of the statement "IllegalStateException e=Assertions.assertThrows(IllegalStateException.class`() -> fileStore.copyPart(TEST_BUCKET_NAME`UUID.randomUUID().toString()`0`0`"1"`TEST_BUCKET_NAME`UUID.randomUUID().toString()`UUID.randomUUID().toString()));" is 232.,706
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,getObjectsForPartialPrefix,Long Statement,The length of the statement "fileStore.putS3Object(TEST_BUCKET_NAME`"foo_bar_baz"`TEXT_PLAIN`ENCODING_GZIP`new FileInputStream(TEST_FILE_PATH)`false);" is 121.,741
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,multipartUploadPartsAreSortedNumerically,Magic Number,The method contains a magic number: 11,788
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,multipartUploadPartsAreSortedNumerically,Magic Number,The method contains a magic number: 10,788
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,multipartUploadPartsAreSortedNumerically,Magic Number,The method contains a magic number: 10,788
S3Mock,com.adobe.testing.s3mock.dto,ListBucketResult,ListBucketResult,Long Parameter List,The method has 9 parameters. ,72
S3Mock,com.adobe.testing.s3mock.dto,ListBucketResultV2,ListBucketResultV2,Long Parameter List,The method has 11 parameters. ,78
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResult,ListMultipartUploadsResult,Long Parameter List,The method has 11 parameters. ,58
S3Mock,com.adobe.testing.s3mock.dto,ListMultipartUploadsResult,toString,Long Statement,The length of the statement "return "ListMultipartUploadsResult{" + "bucket='" + bucket + '\''+ "` keyMarker='"+ keyMarker+ '\''+ "` delimiter='"+ delimiter+ '\''+ "` prefix='"+ prefix+ '\''+ "` uploadIdMarker='"+ uploadIdMarker+ '\''+ "` maxUploads="+ maxUploads+ "` isTruncated="+ isTruncated+ "` nextKeyMarker='"+ nextKeyMarker+ '\''+ "` nextUploadIdMarker='"+ nextUploadIdMarker+ '\''+ "` multipartUploads="+ multipartUploads+ "` commonPrefixes="+ commonPrefixes+ '}';" is 443.,97
S3Mock,com.adobe.testing.s3mock.dto,MultipartUpload,MultipartUpload,Long Parameter List,The method has 5 parameters. ,45
S3Mock,com.adobe.testing.s3mock.dto,MultipartUpload,toString,Long Statement,The length of the statement "return "MultipartUpload{" + "key='" + key + '\''+ "` uploadId='"+ uploadId+ '\''+ "` owner="+ owner+ "` initiator="+ initiator+ "` storageClass='"+ storageClass+ '\''+ "` initiated="+ initiated+ '}';" is 199.,87
S3Mock,com.adobe.testing.s3mock.dto,MultipartUpload,equals,Long Statement,The length of the statement "return Objects.equals(key`that.key) && Objects.equals(uploadId`that.uploadId) && Objects.equals(owner`that.owner)&& Objects.equals(initiator`that.initiator)&& Objects.equals(storageClass`that.storageClass)&& Objects.equals(initiated`that.initiated);" is 249.,99
S3Mock,com.adobe.testing.s3mock.dto,ObjectRef,extractBucketAndKeyArray,Magic Number,The method contains a magic number: 2,74
S3Mock,com.adobe.testing.s3mock.dto,ObjectRef,extractBucketAndKeyArray,Magic Number,The method contains a magic number: 2,74
S3Mock,com.adobe.testing.s3mock.dto,CopyPartResultTest,testCreationFromDate,Magic Number,The method contains a magic number: 1514477008120L,26
S3Mock,com.adobe.testing.s3mock,FileStoreController,listObjectsInsideBucket,Long Parameter List,The method has 7 parameters. ,278
S3Mock,com.adobe.testing.s3mock,FileStoreController,listObjectsInsideBucket,Long Statement,The length of the statement "return new ListBucketResult(bucketName`returnPrefix`marker`maxKeys`isTruncated`encodingtype`nextMarker`contents`returnCommonPrefixes);" is 134.,278
S3Mock,com.adobe.testing.s3mock,FileStoreController,listObjectsInsideBucket,Magic Number,The method contains a magic number: 500,278
S3Mock,com.adobe.testing.s3mock,FileStoreController,applyUrlEncoding,Long Statement,The length of the statement "return contents.stream().map(c -> new BucketContents(encodeString(c.getKey())`c.getLastModified()`c.getEtag()`c.getSize()`c.getStorageClass()`c.getOwner())).collect(Collectors.toList());" is 186.,354
S3Mock,com.adobe.testing.s3mock,FileStoreController,listObjectsInsideBucketV2,Long Parameter List,The method has 8 parameters. ,393
S3Mock,com.adobe.testing.s3mock,FileStoreController,listObjectsInsideBucketV2,Long Statement,The length of the statement "return new ListBucketResultV2(bucketName`returnPrefix`maxKeysParam`isTruncated`filteredContents`returnCommonPrefixes`continuationToken`String.valueOf(filteredContents.size())`nextContinuationToken`returnStartAfter`encodingtype);" is 228.,393
S3Mock,com.adobe.testing.s3mock,FileStoreController,listObjectsInsideBucketV2,Magic Number,The method contains a magic number: 500,393
S3Mock,com.adobe.testing.s3mock,FileStoreController,getBucketContents,Long Statement,The length of the statement "return s3Objects.stream().map(s3Object -> new BucketContents(fileNameToObjectName(s3Object.getName())`s3Object.getModificationDate()`s3Object.getMd5()`s3Object.getSize()`"STANDARD"`TEST_OWNER)).sorted(BUCKET_CONTENTS_COMPARATOR).collect(Collectors.toList());" is 258.,501
S3Mock,com.adobe.testing.s3mock,FileStoreController,putObject,Long Statement,The length of the statement "final S3Object s3Object=fileStore.putS3Object(bucketName`filename`request.getContentType()`request.getHeader(HttpHeaders.CONTENT_ENCODING)`inputStream`isV4ChunkedWithSigningEnabled(request)`userMetadata);" is 204.,517
S3Mock,com.adobe.testing.s3mock,FileStoreController,isV4ChunkedWithSigningEnabled,Long Identifier,The length of the field STREAMING_AWS_4_HMAC_SHA_256_PAYLOAD is 36.,569
S3Mock,com.adobe.testing.s3mock,FileStoreController,putObjectEncrypted,Long Statement,The length of the statement "s3Object=fileStore.putS3ObjectWithKMSEncryption(bucketName`filename`request.getContentType()`inputStream`isV4ChunkedWithSigningEnabled(request)`userMetadata`encryption`kmsKeyId);" is 178.,574
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObject,Long Parameter List,The method has 5 parameters. ,627
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObject,Long Parameter List,The method has 7 parameters. ,665
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObject,Long Statement,The length of the statement "copyObjectResult=fileStore.copyS3ObjectEncrypted(objectRef.getBucket()`objectNameToFileName(objectRef.getKey())`destinationBucket`destinationFile`encryption`kmsKeyId`getUserMetadata(request));" is 192.,665
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObject,Long Statement,The length of the statement "copyObjectResult=fileStore.copyS3ObjectEncrypted(objectRef.getBucket()`objectNameToFileName(objectRef.getKey())`destinationBucket`destinationFile`encryption`kmsKeyId);" is 167.,665
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObject,Long Statement,The length of the statement "response.sendError(404`String.format("Could not find source File %s in Bucket %s!"`objectRef.getBucket()`objectRef.getKey()));" is 126.,665
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObject,Magic Number,The method contains a magic number: 404,665
S3Mock,com.adobe.testing.s3mock,FileStoreController,getObject,Long Parameter List,The method has 6 parameters. ,733
S3Mock,com.adobe.testing.s3mock,FileStoreController,addOverrideHeaders,Long Statement,The length of the statement "Arrays.stream(query.split("&")).map(this::splitQueryParameter).forEach((h) -> addOverrideHeader(response`h.getKey()`h.getValue()));" is 131.,782
S3Mock,com.adobe.testing.s3mock,FileStoreController,addOverrideHeader,Long Identifier,The length of the field RESPONSE_HEADER_CONTENT_DISPOSITION is 35.,800
S3Mock,com.adobe.testing.s3mock,FileStoreController,addOverrideHeader,Long Identifier,The length of the field RESPONSE_HEADER_CONTENT_ENCODING is 32.,800
S3Mock,com.adobe.testing.s3mock,FileStoreController,addOverrideHeader,Long Identifier,The length of the field RESPONSE_HEADER_CONTENT_LANGUAGE is 32.,800
S3Mock,com.adobe.testing.s3mock,FileStoreController,initiateMultipartUpload,Long Statement,The length of the statement "fileStore.prepareMultipartUpload(bucketName`filename`request.getContentType()`request.getHeader(HttpHeaders.CONTENT_ENCODING)`uploadId`TEST_OWNER`TEST_OWNER`userMetadata);" is 171.,972
S3Mock,com.adobe.testing.s3mock,FileStoreController,listMultipartUploads,Long Statement,The length of the statement "final List<MultipartUpload> multipartUploads=fileStore.listMultipartUploads().stream().filter(m -> isEmpty(prefix) || (prefix != null && m.getKey().startsWith(prefix))).map(m -> new MultipartUpload(fileNameToObjectName(m.getKey())`m.getUploadId()`m.getOwner()`m.getInitiator()`m.getInitiated())).collect(Collectors.toList());" is 325.,1008
S3Mock,com.adobe.testing.s3mock,FileStoreController,listMultipartUploads,Long Statement,The length of the statement "return new ListMultipartUploadsResult(bucketName`keyMarker`delimiter`prefix`uploadIdMarker`maxUploads`isTruncated`nextKeyMarker`nextUploadIdMarker`multipartUploads`commonPrefixes);" is 180.,1008
S3Mock,com.adobe.testing.s3mock,FileStoreController,listMultipartUploads,Magic Number,The method contains a magic number: 1000,1008
S3Mock,com.adobe.testing.s3mock,FileStoreController,putObjectPart,Long Parameter List,The method has 6 parameters. ,1101
S3Mock,com.adobe.testing.s3mock,FileStoreController,putObjectPart,Long Statement,The length of the statement "final String etag=fileStore.putPart(bucketName`filename`uploadId`partNumber`request.getInputStream()`isV4ChunkedWithSigningEnabled(request));" is 141.,1101
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObjectPart,Long Parameter List,The method has 8 parameters. ,1188
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObjectPart,Long Statement,The length of the statement "final String partEtag=fileStore.copyPart(copySource.getBucket()`copySource.getKey()`(int)copyRange.getStart()`(int)copyRange.getEnd()`partNumber`destinationBucket`destinationFile`uploadId);" is 189.,1188
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObjectPart,Long Parameter List,The method has 6 parameters. ,1241
S3Mock,com.adobe.testing.s3mock,FileStoreController,copyObjectPart,Long Statement,The length of the statement "return copyObjectPart(copySource`copyRange`ABSENT_ENCRYPTION`ABSENT_KEY_ID`destinationBucket`uploadId`partNumber`request);" is 122.,1241
S3Mock,com.adobe.testing.s3mock,FileStoreController,completeMultipartUpload,Long Statement,The length of the statement "return new ResponseEntity<>(new CompleteMultipartUploadResult(request.getRequestURL().toString()`bucketName`filename`eTag)`new HttpHeaders()`OK);" is 145.,1266
S3Mock,com.adobe.testing.s3mock,FileStoreController,completeMultipartUploadEncrypted,Long Parameter List,The method has 6 parameters. ,1300
S3Mock,com.adobe.testing.s3mock,FileStoreController,completeMultipartUploadEncrypted,Long Statement,The length of the statement "final String eTag=fileStore.completeMultipartUpload(bucketName`filename`uploadId`requestBody.getParts()`encryption`kmsKeyId);" is 125.,1300
S3Mock,com.adobe.testing.s3mock,FileStoreController,completeMultipartUploadEncrypted,Long Statement,The length of the statement "return new ResponseEntity<>(new CompleteMultipartUploadResult(request.getRequestURL().toString()`bucketName`filename`eTag)`new HttpHeaders()`OK);" is 145.,1300
S3Mock,com.adobe.testing.s3mock,FileStoreController,getObjectWithRange,Long Statement,The length of the statement "response.setHeader(HttpHeaders.CONTENT_RANGE`String.format("bytes %s-%s/%s"`range.getStart()`bytesToRead + range.getStart() - 1`s3Object.getSize()));" is 149.,1342
S3Mock,com.adobe.testing.s3mock,FileStoreController,filenameFrom,Long Statement,The length of the statement "return objectNameToFileName(UrlEncoded.decodeString(requestUri.substring(requestUri.indexOf(bucketName) + bucketName.length() + 1)));" is 133.,1386
S3Mock,com.adobe.testing.s3mock,FileStoreController,objectNameToFileName,Complex Conditional,The conditional expression c < ' ' || c >= 0x7f || c == '<' || c == '>' || c == ':' || c == '"' || c == '\\' || c == '|' || c == '?' || c == '*' || c == '.' || c == '%' is complex.,1396
S3Mock,com.adobe.testing.s3mock,FileStoreController,objectNameToFileName,Long Statement,The length of the statement "if (c < ' ' || c >= 0x7f || c == '<' || c == '>' || c == ':' || c == '"' || c == '\\' || c == '|' || c == '?' || c == '*' || c == '.' || c == '%') {" is 148.,1396
S3Mock,com.adobe.testing.s3mock,FileStoreController,objectNameToFileName,Magic Number,The method contains a magic number: 0x7f,1396
S3Mock,com.adobe.testing.s3mock,FileStoreController,objectNameToFileName,Magic Number,The method contains a magic number: 2,1396
S3Mock,com.adobe.testing.s3mock,FileStoreController,objectNameToFileName,Magic Number,The method contains a magic number: 0xff00,1396
S3Mock,com.adobe.testing.s3mock,FileStoreController,objectNameToFileName,Magic Number,The method contains a magic number: 8,1396
S3Mock,com.adobe.testing.s3mock,FileStoreController,objectNameToFileName,Magic Number,The method contains a magic number: 0xff,1396
S3Mock,com.adobe.testing.s3mock,FileStoreController,fileNameToObjectName,Magic Number,The method contains a magic number: 4,1440
S3Mock,com.adobe.testing.s3mock,FileStoreController,fileNameToObjectName,Magic Number,The method contains a magic number: 16,1440
S3Mock,com.adobe.testing.s3mock,FileStoreController,fileNameToObjectName,Magic Number,The method contains a magic number: 4,1440
S3Mock,com.adobe.testing.s3mock,FileStoreController,verifyPartNumberLimits,Long Statement,The length of the statement "throw new S3Exception(HttpStatus.BAD_REQUEST.value()`"InvalidRequest"`"Part number must be an integer between 1 and 10000` inclusive");" is 135.,1495
S3Mock,com.adobe.testing.s3mock,FileStoreController,verifyPartNumberLimits,Long Statement,The length of the statement "throw new S3Exception(HttpStatus.BAD_REQUEST.value()`"InvalidRequest"`"Part number must be an integer between 1 and 10000` inclusive");" is 135.,1495
S3Mock,com.adobe.testing.s3mock,FileStoreController,verifyPartNumberLimits,Magic Number,The method contains a magic number: 10000,1495
S3Mock,com.adobe.testing.s3mock,FileStoreController,validateMultipartParts,Long Statement,The length of the statement "final Map<Integer`String> uploadedPartsMap=uploadedParts.stream().collect(Collectors.toMap(Part::getPartNumber`Part::getETag));" is 127.,1525
S3Mock,com.adobe.testing.s3mock,FileStoreController,validateMultipartParts,Long Statement,The length of the statement "if (!uploadedPartsMap.containsKey(part.getPartNumber()) || !uploadedPartsMap.get(part.getPartNumber()).equals(part.getETag().replaceAll("^\"|\"$"`""))) {" is 153.,1525
