Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectFromKeyNeedingEscaping,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,586
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectEncrypted,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,617
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotObjectCopyWithWrongEncryptionKey,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,650
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotObjectCopyWithWrongEncryptionKey,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.copyObject(copyObjectRequest)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining("Status Code: 400; Error Code: KMS.NotFoundException");" is 179.,650
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,bucketShouldExist,Long Statement,The length of the statement "assertThat(doesBucketExist).as(String.format("The previously created bucket` '%s'` should exist!"`BUCKET_NAME)).isTrue();" is 121.,674
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "final PutObjectResult putObjectResult=s3Client.putObject(new PutObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME`uploadFile).withMetadata(objectMetadata));" is 149.,700
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "assertThat(metadataExisting.getContentEncoding()).as("Content-Encoding should be identical!").isEqualTo(putObjectResult.getMetadata().getContentEncoding());" is 156.,700
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "assertThat(metadataExisting.getUserMetadata()).as("User metadata should be identical!").isEqualTo(objectMetadata.getUserMetadata());" is 132.,700
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.getObjectMetadata(BUCKET_NAME`nonExistingFileName)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining("Status Code: 404");" is 165.,700
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldDeleteObject,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.getObjectMetadata(BUCKET_NAME`UPLOAD_FILE_NAME)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining("Status Code: 404");" is 162.,731
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldBatchDeleteObjects,Long Statement,The length of the statement "assertThat(delObjRes.getDeletedObjects().stream().map(DeletedObject::getKey).collect(toList())).as("Only existing files were reported as deleted").contains(file1`file2`file3);" is 175.,747
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldBatchDeleteObjects,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.getObjectMetadata(BUCKET_NAME`UPLOAD_FILE_NAME)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining("Status Code: 404");" is 162.,747
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldBatchDeleteObjects,Magic Number,The method contains a magic number: 3,747
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotDeleteNonEmptyBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.deleteBucket(BUCKET_NAME)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining("Status Code: 409; Error Code: BucketNotEmpty");" is 168.,800
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectListing,Long Statement,The length of the statement "assertThat(objectListingResult.getObjectSummaries().get(0).getKey()).as("The Name of the first S3ObjectSummary item has not expected the key name.").isEqualTo(UPLOAD_FILE_NAME);" is 177.,815
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Long Statement,The length of the statement "final Download download=transferManager.download(new GetObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME).withRange(1`2)`downloadFile);" is 129.,858
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Long Statement,The length of the statement "transferManager.download(new GetObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME).withRange(0`1000)`downloadFile).waitForCompletion();" is 128.,858
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 2,858
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 2L,858
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 2L,858
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Magic Number,The method contains a magic number: 1000,858
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,multipartCopy,Long Statement,The length of the statement "final Copy copy=transferManager.copy(sourceBucket.getName()`assumedSourceKey`targetBucket.getName()`assumedDestinationKey);" is 123.,889
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,multipartCopy,Long Statement,The length of the statement "assertThat(uploadResult.getETag()).as("Hashes for source and target S3Object do not match.").isEqualTo(sourceInputStream.getEtag());" is 132.,889
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,multipartCopy,Magic Number,The method contains a magic number: 3,889
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldAddAndRetrieveTags,Long Statement,The length of the statement "final SetObjectTaggingRequest setObjectTaggingRequest=new SetObjectTaggingRequest(BUCKET_NAME`s3Object.getKey()`new ObjectTagging(tagList));" is 140.,926
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldAddAndRetrieveTags,Long Statement,The length of the statement "assertThat(getObjectTaggingResult.getTagSet().get(0).getValue()).as("The value of the tag placed did not match").isEqualTo("bar");" is 130.,926
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,canAddTagsOnPutObject,Long Statement,The length of the statement "final PutObjectRequest putObjectRequest=new PutObjectRequest(BUCKET_NAME`uploadFile.getName()`uploadFile).withTagging(new ObjectTagging(tagList));" is 146.,963
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,canAddTagsOnPutObject,Long Statement,The length of the statement "assertThat(getObjectTaggingResult.getTagSet().get(0).getValue()).as("The value of the tag placed did not match").isEqualTo("bar");" is 130.,963
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Identifier,The length of the identifier s3ObjectWithEtagDownloadedHash is 30.,996
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Identifier,The length of the identifier s3ObjectWithHoutEtagDownloadedHash is 34.,996
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat(uploadHash).as("The uploaded file and the recived file should be the same` " + "when requesting file with matching eTag given same eTag").isEqualTo(s3ObjectWithEtagDownloadedHash);" is 191.,996
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat(uploadHash).as("The uploaded file and the recived file should be the same` " + "when requesting file with non-matching eTag but given different eTag").isEqualTo(s3ObjectWithHoutEtagDownloadedHash);" is 208.,996
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat(s3ObjectWithEtagNull).as("Get Object with matching eTag should not return object if no eTag matches").isNull();" is 122.,996
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Long Statement,The length of the statement "assertThat(s3ObjectWithHoutEtagNull).as("Get Object with non-matching eTag should not return object if eTag matches").isNull();" is 127.,996
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,putObjectOnNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.putObject(new PutObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME`uploadFile))).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 183.,59
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,putObjectEncryptedOnNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.putObject(new PutObjectRequest(BUCKET_NAME`UPLOAD_FILE_NAME`uploadFile))).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 183.,73
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectToNonExistingDestinationBucket,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,91
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectToNonExistingDestinationBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.copyObject(copyObjectRequest)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 140.,91
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectEncryptedToNonExistingDestinationBucket,Long Statement,The length of the statement "final CopyObjectRequest copyObjectRequest=new CopyObjectRequest(BUCKET_NAME`sourceKey`destinationBucketName`destinationKey);" is 124.,113
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectEncryptedToNonExistingDestinationBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.copyObject(copyObjectRequest)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 140.,113
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,getObjectMetadataWithNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.getObjectMetadata(UUID.randomUUID().toString()`UPLOAD_FILE_NAME)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(STATUS_CODE_404);" is 176.,137
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,getNonExistingObject,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.getObject(getObjectRequest)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_KEY);" is 135.,155
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,deleteFromNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.deleteObject(UUID.randomUUID().toString()`UPLOAD_FILE_NAME)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 170.,168
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,batchDeleteObjectsFromNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.deleteObjects(multiObjectDeleteRequest)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 150.,193
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,deleteNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.deleteBucket(BUCKET_NAME)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 136.,217
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,listObjectsFromNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.listObjects(UUID.randomUUID().toString()`UPLOAD_FILE_NAME)).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 169.,227
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadParallelToNonExistingBucket,Long Statement,The length of the statement "final Upload upload=transferManager.upload(new PutObjectRequest(UUID.randomUUID().toString()`UPLOAD_FILE_NAME`uploadFile));" is 123.,237
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartUploadsToNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME))).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 200.,257
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,listMultipartUploadsFromNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.listMultipartUploads(new ListMultipartUploadsRequest(UUID.randomUUID().toString()))).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 194.,268
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,abortMultipartUploadInNonExistingBucket,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,283
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,abortMultipartUploadInNonExistingBucket,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()).isNotEmpty();" is 123.,283
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,abortMultipartUploadInNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.abortMultipartUpload(new AbortMultipartUploadRequest(UUID.randomUUID().toString()`UPLOAD_FILE_NAME`uploadId))).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 220.,283
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadMultipartWithInvalidPartNumber,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,303
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadMultipartWithInvalidPartNumber,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()).isNotEmpty();" is 123.,303
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadMultipartWithInvalidPartNumber,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.uploadPart(new UploadPartRequest().withBucketName(initiateMultipartUploadResult.getBucketName()).withKey(initiateMultipartUploadResult.getKey()).withUploadId(uploadId).withFile(uploadFile).withFileOffset(0).withPartNumber(invalidPartNumber).withPartSize(uploadFile.length()).withLastPart(true))).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(INVALID_REQUEST);" is 406.,303
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "final InitiateMultipartUploadResult initiateMultipartUploadResult=s3Client.initiateMultipartUpload(new InitiateMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME));" is 165.,329
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "assertThat(s3Client.listMultipartUploads(new ListMultipartUploadsRequest(BUCKET_NAME)).getMultipartUploads()).isNotEmpty();" is 123.,329
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "final PartETag partETag=s3Client.uploadPart(new UploadPartRequest().withBucketName(initiateMultipartUploadResult.getBucketName()).withKey(initiateMultipartUploadResult.getKey()).withUploadId(uploadId).withFile(uploadFile).withFileOffset(0).withPartNumber(1).withPartSize(uploadFile.length()).withLastPart(true)).getPartETag();" is 326.,329
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Long Statement,The length of the statement "assertThatThrownBy(() -> s3Client.completeMultipartUpload(new CompleteMultipartUploadRequest(BUCKET_NAME`UPLOAD_FILE_NAME`uploadId`partETags))).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(INVALID_PART);" is 217.,329
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Magic Number,The method contains a magic number: 2,329
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> transferManager.download(new GetObjectRequest(UUID.randomUUID().toString()`UPLOAD_FILE_NAME).withRange(1`2)`downloadFile).waitForCompletion()).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(STATUS_CODE_404);" is 244.,362
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingBucket,Magic Number,The method contains a magic number: 2,362
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingObject,Long Statement,The length of the statement "assertThatThrownBy(() -> transferManager.download(new GetObjectRequest(BUCKET_NAME`UUID.randomUUID().toString()).withRange(1`2)`downloadFile).waitForCompletion()).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(STATUS_CODE_404);" is 239.,387
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingObject,Magic Number,The method contains a magic number: 2,387
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyToNonExistingBucket,Long Statement,The length of the statement "assertThatThrownBy(() -> transferManager.copy(sourceBucket.getName()`assumedSourceKey`UUID.randomUUID().toString()`assumedDestinationKey).waitForCopyResult()).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(NO_SUCH_BUCKET);" is 234.,412
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyToNonExistingBucket,Magic Number,The method contains a magic number: 3,412
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyNonExistingObject,Long Statement,The length of the statement "assertThatThrownBy(() -> transferManager.copy(sourceBucket.getName()`UUID.randomUUID().toString()`targetBucket.getName()`assumedDestinationKey).waitForCopyResult()).isInstanceOf(AmazonS3Exception.class).hasMessageContaining(STATUS_CODE_404);" is 241.,444
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyNonExistingObject,Magic Number,The method contains a magic number: 3,444
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesV2IT,getNonExistingObject,Long Statement,The length of the statement "assertThatThrownBy(() -> s3ClientV2.getObject(req)).isInstanceOf(NoSuchKeyException.class).hasMessageContaining(NO_SUCH_KEY);" is 125.,30
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,data,Long Statement,The length of the statement "return Arrays.asList(param(null`null`null).keys(ALL_OBJECTS)`param(""`null`null).keys(ALL_OBJECTS)`param(null`""`null).keys(ALL_OBJECTS)`param("/"`null`null)`param("b"`null`null).keys("b"`"b/1"`"b/1/1"`"b/1/2"`"b/2")`param("b/"`null`null).keys("b/1"`"b/1/1"`"b/1/2"`"b/2")`param("b"`"/"`null).keys("b").prefixes("b/")`param("b/"`"/"`null).keys("b/1"`"b/2").prefixes("b/1/")`param("b/1"`"/"`null).keys("b/1").prefixes("b/1/")`param("b/1/"`"/"`null).keys("b/1/1"`"b/1/2")`param("c"`"/"`null).prefixes("c/")`param("c/"`"/"`null).keys("c/1").prefixes("c/1/")`param("eor"`"/"`null).keys("eor.txt")`param("b"`null`"b/1/1").keys("b/1/2"`"b/2")`param("b"`null`"b/0").keys("b/1"`"b/1/1"`"b/1/2"`"b/2")`param("3330/"`null`null).keys("3330/0")`param(null`null`null).encodedKeys(ALL_OBJECTS)`param("b/1"`"/"`null).encodedKeys("b/1").prefixes("b/1/"));" is 839.,104
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "final ListObjectsRequest request=new ListObjectsRequest(BUCKET_NAME`parameters.prefix`parameters.startAfter`parameters.delimiter`null);" is 135.,150
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "LOGGER.info("list V1` prefix='{}'` delimiter='{}': \n Objects: \n {}\n Prefixes: \n {}\n"`parameters.prefix`parameters.delimiter`l.getObjectSummaries().stream().map(S3ObjectSummary::getKey).collect(joining("\n "))`String.join("\n "`l.getCommonPrefixes()));" is 256.,150
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "assertThat(l.getObjectSummaries().stream().map(S3ObjectSummary::getKey).collect(toList())).as("Returned keys are correct").containsExactlyInAnyOrderElementsOf(Arrays.asList(parameters.expectedKeys));" is 199.,150
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV1,Long Statement,The length of the statement "assertThat(new ArrayList<>(l.getCommonPrefixes())).as("Returned prefixes are correct").containsExactlyInAnyOrderElementsOf(Arrays.asList(expectedPrefixes));" is 156.,150
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "final ListObjectsV2Result l=s3Client.listObjectsV2(new ListObjectsV2Request().withBucketName(BUCKET_NAME).withDelimiter(parameters.delimiter).withPrefix(parameters.prefix).withStartAfter(parameters.startAfter).withEncodingType(parameters.expectedEncoding));" is 257.,186
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "LOGGER.info("list V2` prefix='{}'` delimiter='{}'` startAfter='{}': " + "\n Objects: \n {}\n Prefixes: \n {}\n"`parameters.prefix`parameters.delimiter`parameters.startAfter`l.getObjectSummaries().stream().map(s -> StringEncoding.decode(s.getKey())).collect(joining("\n "))`String.join("\n "`l.getCommonPrefixes()));" is 315.,186
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "assertThat(l.getObjectSummaries().stream().map(S3ObjectSummary::getKey).collect(toList())).as("Returned keys are correct").containsExactlyInAnyOrderElementsOf(Arrays.asList(expectedDecodedKeys));" is 195.,186
S3Mock,com.adobe.testing.s3mock.its,ListObjectIT,listV2,Long Statement,The length of the statement "assertThat(new ArrayList<>(l.getCommonPrefixes())).as("Returned prefixes are correct").containsExactlyInAnyOrderElementsOf(Arrays.asList(parameters.expectedPrefixes));" is 167.,186
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsDefault,Magic Number,The method contains a magic number: 2,49
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsDefault,Magic Number,The method contains a magic number: 1000,49
