Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
S3Mock,com.adobe.testing.s3mock.util,AwsHttpHeaders,15,14,1,0,26,1,0,0,0.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\main\java\com\adobe\testing\s3mock\util\AwsHttpHeaders.java,19
S3Mock,com.adobe.testing.s3mock.util,AwsHttpHeaders.MetadataDirective,2,2,0,0,6,0,0,0,-1.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\main\java\com\adobe\testing\s3mock\util\AwsHttpHeaders.java,50
S3Mock,com.adobe.testing.s3mock.util,AwsHttpParameters,12,11,1,0,19,1,0,0,0.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\main\java\com\adobe\testing\s3mock\util\AwsHttpParameters.java,19
S3Mock,com.adobe.testing.s3mock.util,DigestUtil,0,0,5,4,60,7,0,0,-1.0,11,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\main\java\com\adobe\testing\s3mock\util\DigestUtil.java,28
S3Mock,com.adobe.testing.s3mock.util,MetadataUtil,1,0,2,2,22,3,0,0,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\main\java\com\adobe\testing\s3mock\util\MetadataUtil.java,26
S3Mock,com.adobe.testing.s3mock.util,StringEncoding,1,0,2,2,24,2,0,0,0.0,1,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\main\java\com\adobe\testing\s3mock\util\StringEncoding.java,27
S3Mock,com.adobe.testing.s3mock.util,RangeTest,0,0,4,4,28,4,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\util\RangeTest.java,25
S3Mock,com.adobe.testing.s3mock.util,StringEncodingTest,0,0,2,2,16,2,0,0,-1.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\util\StringEncodingTest.java,25
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter,3,0,21,15,163,22,1,0,0.38095238095238093,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\common\src\main\java\com\adobe\testing\s3mock\testsupport\common\S3MockStarter.java,49
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter.BaseBuilder,1,0,0,0,55,0,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\common\src\main\java\com\adobe\testing\s3mock\testsupport\common\S3MockStarter.java,230
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarterTest,0,0,1,0,26,1,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\common\src\test\java\com\adobe\testing\s3mock\testsupport\common\S3MockStarterTest.java,29
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarterTest.S3MockStarterTestImpl,0,0,0,0,8,0,0,1,-1.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\common\src\test\java\com\adobe\testing\s3mock\testsupport\common\S3MockStarterTest.java,52
S3Mock,com.adobe.testing.s3mock.junit4,S3MockRule,0,0,5,4,36,5,0,0,-1.0,1,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit4\src\main\java\com\adobe\testing\s3mock\junit4\S3MockRule.java,26
S3Mock,com.adobe.testing.s3mock.junit4,S3MockRule.Builder,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit4\src\main\java\com\adobe\testing\s3mock\junit4\S3MockRule.java,74
S3Mock,com.adobe.testing.s3mock.junit4,S3MockRuleTest,4,1,1,1,25,1,0,0,0.0,0,2,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit4\src\test\java\com\adobe\testing\s3mock\junit4\S3MockRuleTest.java,31
S3Mock,com.adobe.testing.s3mock.junit5,S3MockExtension,1,0,10,6,65,15,0,0,0.5,3,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\main\java\com\adobe\testing\s3mock\junit5\S3MockExtension.java,31
S3Mock,com.adobe.testing.s3mock.junit5,S3MockExtension.Builder,0,0,0,0,8,0,0,0,-1.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\main\java\com\adobe\testing\s3mock\junit5\S3MockExtension.java,143
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,CustomCertificateTest,4,1,3,0,37,3,0,0,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\test\java\com\adobe\testing\s3mock\junit5\sdk1\CustomCertificateTest.java,37
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,S3MockExtensionDeclarativeTest,2,0,1,0,29,1,0,0,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\test\java\com\adobe\testing\s3mock\junit5\sdk1\S3MockExtensionDeclarativeTest.java,33
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,S3MockExtensionDeclarativeTest.NestedTest,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\test\java\com\adobe\testing\s3mock\junit5\sdk1\S3MockExtensionDeclarativeTest.java,68
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,S3MockExtensionProgrammaticTest,4,0,1,0,25,1,0,0,0.0,0,2,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\test\java\com\adobe\testing\s3mock\junit5\sdk1\S3MockExtensionProgrammaticTest.java,32
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionDeclarativeTest,2,0,1,0,29,1,0,0,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\test\java\com\adobe\testing\s3mock\junit5\sdk2\S3MockExtensionDeclarativeTest.java,37
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionDeclarativeTest.NestedTest,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\test\java\com\adobe\testing\s3mock\junit5\sdk2\S3MockExtensionDeclarativeTest.java,76
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionProgrammaticTest,4,0,1,0,25,1,0,0,0.0,0,2,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\junit5\src\test\java\com\adobe\testing\s3mock\junit5\sdk2\S3MockExtensionProgrammaticTest.java,36
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainer,4,1,10,10,60,10,0,0,0.4,2,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\testcontainers\src\main\java\com\adobe\testing\s3mock\testcontainers\S3MockContainer.java,25
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerJupiterTest,1,0,1,0,10,1,0,1,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\testcontainers\src\test\java\com\adobe\testing\s3mock\testcontainers\S3MockContainerJupiterTest.java,23
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerManualTest,1,0,2,0,15,2,0,1,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\testcontainers\src\test\java\com\adobe\testing\s3mock\testcontainers\S3MockContainerManualTest.java,22
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerTestBase,6,0,3,0,38,3,2,0,0.6666666666666666,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\testcontainers\src\test\java\com\adobe\testing\s3mock\testcontainers\S3MockContainerTestBase.java,47
S3Mock,com.adobe.testing.s3mock.testng,S3Mock,1,0,4,1,22,4,0,0,1.0,1,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\testng\src\main\java\com\adobe\testing\s3mock\testng\S3Mock.java,21
S3Mock,com.adobe.testing.s3mock.testng,S3MockListener,0,0,2,2,11,2,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\testng\src\main\java\com\adobe\testing\s3mock\testng\S3MockListener.java,21
S3Mock,com.adobe.testing.s3mock.testng,S3MockListenerXmlConfigurationTest,3,0,1,1,21,1,0,0,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\testsupport\testng\src\test\java\com\adobe\testing\s3mock\testng\S3MockListenerXmlConfigurationTest.java,30
